title,platform_name,region_code,amount
My Spanish Coach,DS,EU,0.01
The Darkness,X360,EU,0.04
Ms. Pac-Man Maze Madness,PS,EU,0.17
Blood Omen: Legacy of Kain,PS,EU,0.17
Bomberman II,NES,EU,0.03
Duke Nukem 64,N64,EU,0.08
Sin and Punishment: Star Successor,Wii,EU,0.14
Naughty Bear,PS3,EU,0.18
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,EU,0.09
Army Men World War: Final Front,PS,EU,0.17
Yu-Gi-Oh! 5D's Tag Force 4,PSP,EU,0.07
MX Unleashed,XB,EU,0.08
Grind Session,PS,EU,0.17
Barbie: Groom and Glam Pups,DS,EU,0.14
Wario World,GC,EU,0.09
Scooby-Doo! Mystery Mayhem,GBA,EU,0.12
Just Dance 4,PS3,EU,0.12
TimeSplitters 2,GC,EU,0.09
Battlebots: Design & Destroy,GBA,EU,0.12
Devil May Cry HD Collection,X360,EU,0.11
Eternal Darkness: Sanity's Requiem,GC,EU,0.09
Power Rangers: S.P.D.,GBA,EU,0.12
Naruto: Ultimate Ninja 3,PS2,EU,0.01
SingStar Motown,PS2,EU,0.06
NFL Blitz 20-03,PS2,EU,0.17
SpongeBob's Atlantis SquarePantis,PS2,EU,0.01
Dragon Ball Z: Shin Budokai - Another Road,PSP,EU,0.09
Star Wars: Jedi Starfighter,XB,EU,0.07
Classic NES Series: Metroid,GBA,EU,0.1
Alpha Protocol,PS3,EU,0.18
Tetris Axis,3DS,EU,0.13
Dora the Explorer: Dora Puppy,DS,EU,0.01
Primal,PS2,EU,0.17
Madden NFL 2002,N64,EU,0.02
Need for Speed Underground 2,GBA,EU,0.12
Spec Ops: Covert Assault,PS,EU,0.16
SSX Tricky,XB,EU,0.09
Flight Control Rocket,GBA,EU,0.12
FIFA 14,PC,EU,0.36
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,EU,0.01
Trials Fusion,PS4,EU,0.21
NCAA Football 2004,XB,EU,0.02
Overwatch,PC,EU,0.18
Rock Band 4,XOne,EU,0.04
NBA Jam,Wii,EU,0.03
Bionicle,PS2,EU,0.17
Minecraft,WiiU,EU,0.09
MLB 2002,PS,EU,0.16
Sleeping Dogs,PS4,EU,0.2
TimeSplitters,PS2,EU,0.17
Barnstorming,2600,EU,0.02
InuYasha: The Secret of the Cursed Mask,PS2,EU,0.17
Rune Factory 3: A Fantasy Harvest Moon,DS,EU,0.03
The Powerpuff Girls: Him and Seek,GBA,EU,0.11
Mega Man Zero 2,GBA,EU,0.07
2010 FIFA World Cup South Africa,Wii,EU,0.15
Atelier Totori: The Adventurer of Arland,PS3,EU,0.07
Spec Ops: The Line,X360,EU,0.19
Ghostbusters: The Video Game,PS2,EU,0.04
Hunter: The Reckoning  Wayward,PS2,EU,0.16
How to Train Your Dragon,Wii,EU,0.15
Command & Conquer 3: Tiberium Wars,X360,EU,0.05
WipEout 64,N64,EU,0.14
Mischief Makers,N64,EU,0.06
Max Payne 3,PC,EU,0.22
Petz Bunnyz,DS,EU,0.01
Castlevania: Portrait of Ruin,DS,EU,0.03
EyeToy: AntiGrav,PS2,EU,0.01
FIFA 14,Wii,EU,0.38
EverQuest Online Adventures,PS2,EU,0.16
Cool Boarders,PS,EU,0.07
Mobile Suit Gundam: Zeonic Front,PS2,EU,0.07
Zone of the Enders HD Collection,PS3,EU,0.08
Def Jam Icon,PS3,EU,0.19
Tales of the World: Radiant Mythology,PSP,EU,0.01
Monopoly,PS2,EU,0.16
Dawn of Mana,PS2,EU,0.05
Microsoft Flight Simulator X,PC,EU,0.34
Lego Batman 3: Beyond Gotham,XOne,EU,0.17
Madden NFL 2003,GC,EU,0.09
Disney Sing It,X360,EU,0.01
Backyard Baseball,GBA,EU,0.11
Call of Duty: Black Ops II,WiiU,EU,0.18
TRON: Evolution,PS3,EU,0.1
Midway Arcade Treasures,XB,EU,0.08
Call of Duty: Modern Warfare: Mobilized,DS,EU,0.02
The Smurfs,DS,EU,0.14
Bakugan: Battle Brawlers,PS2,EU,0.16
NHL FaceOff 99,PS,EU,0.16
Skylanders: Trap Team,PS4,EU,0.17
SEGA Classics Collection,PS2,EU,0.16
Pirates of the Caribbean: At World's End,PSP,EU,0.17
Juiced: Eliminator,PSP,EU,0.2
NBA Street,GC,EU,0.09
Ben 10 Alien Force: Vilgax Attacks,DS,EU,0.16
Ben 10 Alien Force: Vilgax Attacks,PSP,EU,0.19
Valkyrie Profile: Covenant of the Plume,DS,EU,0.02
The Legend of Spyro: The Eternal Night,PS2,EU,0.16
Mega Man Battle Network,GBA,EU,0.05
LEGO Rock Band,PS3,EU,0.13
25 to Life,PS2,EU,0.01
NHL 2K6,PS2,EU,0.16
Medal of Honor: Rising Sun,GC,EU,0.09
The Sims,XB,EU,0.1
Guitar Hero: Smash Hits,X360,EU,0.15
Dog's Life,PS2,EU,0.16
The X Files,PS,EU,0.16
Rascal,PS,EU,0.16
Hometown Story,3DS,EU,0.13
Tony Hawk's American Wasteland,GC,EU,0.08
Top Spin 4,X360,EU,0.23
Medal of Honor Heroes 2,Wii,EU,0.04
Yu-Gi-Oh! GX: Tag Force 2,PSP,EU,0.2
Colony Wars,PS,EU,0.16
All-Star Baseball 2004,PS2,EU,0.16
Big Strike Bowling,PS,EU,0.16
Ragnarok Odyssey,PSV,EU,0.01
Harry Potter and the Deathly Hallows - Part 1,DS,EU,0.19
Horsez,DS,EU,0.01
NASCAR Thunder 2002,PS,EU,0.16
ESPN NHL 2K5,XB,EU,0.09
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,EU,0.11
Hot Wheels World Race,PS2,EU,0.16
Avatar: The Last Airbender - The Burning Earth,PS2,EU,0.16
Superman: Shadow of Apokolips,PS2,EU,0.16
NiGHTS: Journey of Dreams,Wii,EU,0.03
American Chopper,PS2,EU,0.01
Vanquish,X360,EU,0.17
Star Wars Trilogy: Apprentice of the Force,GBA,EU,0.11
Marvel Super Hero Squad,DS,EU,0.02
Lemony Snicket's A Series of Unfortunate Events,GBA,EU,0.11
JGTC: All-Japan Grand Touring Car Championship,PS,EU,0.16
Test Drive,XB,EU,0.05
Ghost Trick: Phantom Detective,DS,EU,0.08
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,EU,0.16
Rush 2: Extreme Racing USA,N64,EU,0.06
NFL Blitz 2001,N64,EU,0.07
Dr. Mario 64,N64,EU,0.07
Army Men: Sarge's Heroes 2,N64,EU,0.07
James Bond 007: Everything or Nothing,GC,EU,0.08
Green Day: Rock Band,PS3,EU,0.16
Wolfenstein: The Old Blood,PS4,EU,0.25
MLB 08: The Show,PS2,EU,0.01
Disney Infinity 2.0: Marvel Super Heroes,XOne,EU,0.15
Dance Dance Revolution Ultramix 2,XB,EU,0.09
Mega Man Anniversary Collection,GC,EU,0.08
Blazing Angels: Squadrons of WWII,X360,EU,0.03
Cabela's Legendary Adventures,PS2,EU,0.16
Harry Potter and the Goblet of Fire,GC,EU,0.08
Thrillville: Off the Rails,PS2,EU,0.16
Style Lab: Makeover,DS,EU,0.03
Condemned: Criminal Origins,X360,EU,0.03
Mega Man X6,PS,EU,0.1
BloodRayne,PS2,EU,0.16
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,EU,0.08
Castlevania: Curse of Darkness,PS2,EU,0.14
Tom Clancy's HAWX 2,PS3,EU,0.12
Harvest Moon: Grand Bazaar,DS,EU,0.05
International Superstar Soccer Pro '98,PS,EU,0.02
Jimmy Neutron: Boy Genius,GBA,EU,0.11
Black,XB,EU,0.09
Zack & Wiki: Quest for Barbaros' Treasure,Wii,EU,0.17
Double Pack: Finding Nemo / The Incredibles,XB,EU,0.09
Star Wars The Clone Wars: Republic Heroes,PSP,EU,0.13
Animal Crossing: Amiibo Festival,WiiU,EU,0.11
Hyrule Warriors,3DS,EU,0.12
Harry Potter and the Deathly Hallows - Part 1,PS3,EU,0.21
WWE All Stars,PS3,EU,0.18
Lord of the Rings: The Third Age,XB,EU,0.09
Football Manager Handheld 2011,PSP,EU,0.28
Pirates of the Caribbean: At World's End,PS2,EU,0.16
Mega Man Legends 2,PS,EU,0.12
X-Men vs. Street Fighter,PS,EU,0.11
High Rollers Casino,PS2,EU,0.16
Castlevania: The Dracula X Chronicles,PSP,EU,0.09
The Suffering,PS2,EU,0.16
Katamari Forever,PS3,EU,0.05
Star Wars Starfighter: Special Edition,XB,EU,0.1
TimeShift,X360,EU,0.02
NBA Jam,PS2,EU,0.16
Zone of the Enders: The 2nd Runner,PS2,EU,0.12
Ghostbusters: The Video Game,DS,EU,0.12
Jampack Spring 2004 (RP-T),PS2,EU,0.16
Dexter's Laboratory Deesaster Strikes,GBA,EU,0.11
NFL GameDay 2004,PS2,EU,0.16
Scooby-Doo and the Cyber Chase,GBA,EU,0.11
Danganronpa: Trigger Happy Havoc,PSV,EU,0.07
pro evolution soccer 2011,PS2,EU,0.21
Quake II,PS,EU,0.16
Crash of the Titans,PS2,EU,0.01
BioShock,PC,EU,0.39
Cars: Mater-National Championship,PS3,EU,0.01
MLB 10: The Show,PS2,EU,0.16
Wheel of Fortune: 2nd Edition,PS,EU,0.16
Tom Clancy's Rainbow Six: Lockdown,XB,EU,0.13
Cool Boarders 2001,PS,EU,0.16
Grudge Warriors,PS,EU,0.16
Destiny: The Taken King,PS3,EU,0.17
Mass Effect Trilogy,X360,EU,0.1
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,EU,0.15
Wolfenstein: The New Order,X360,EU,0.19
James Patterson Women's Murder Club: Games of Passion,DS,EU,0.22
Farming Simulator 2015,X360,EU,0.16
Jimmy Neutron: Boy Genius,PS2,EU,0.16
Castlevania: Order of Ecclesia,DS,EU,0.03
BlazBlue: Continuum Shift,PS3,EU,0.08
X-Men: The Official Game,PS2,EU,0.16
300: March to Glory,PSP,EU,0.08
Nicktoons: Unite!,PS2,EU,0.01
Six Flags Fun Park,Wii,EU,0.1
Spore Hero,Wii,EU,0.03
NASCAR Racing,PS,EU,0.16
LEGO Jurassic World,PSV,EU,0.23
Up,PSP,EU,0.1
Spider-Man: Web of Shadows,X360,EU,0.02
SpongeBob SquigglePants,Wii,EU,0.03
Cars: Race-O-Rama,PSP,EU,0.07
Fantastic Pets,X360,EU,0.08
Command & Conquer: Red Alert,PS,EU,0.16
Star Wars The Clone Wars: Republic Heroes,DS,EU,0.14
Ogre Battle 64: Person of Lordly Caliber,N64,EU,0.02
Superman: The New Superman Adventures,N64,EU,0.07
UEFA Euro 2008 Austria-Switzerland,PS3,EU,0.27
The Terminator: Dawn of Fate,PS2,EU,0.16
The LEGO Movie Videogame,PSV,EU,0.26
Rogue Galaxy: Director's Cut,PS2,EU,0.16
Armored Core,PS,EU,0.09
Winter Sports 2: The Next Challenge,Wii,EU,0.19
Green Day: Rock Band,X360,EU,0.13
Transformers: Fall of Cybertron,PS3,EU,0.15
Call of Duty: Advanced Warfare,PC,EU,0.23
Disney Princess: Enchanting Storybooks,Wii,EU,0.11
Monopoly Streets,PS3,EU,0.18
Band Hero,PS2,EU,0.06
The Wonderful 101,WiiU,EU,0.1
No More Heroes 2: Desperate Struggle,Wii,EU,0.12
Battlefield 2: Modern Combat,X360,EU,0.02
Armored Core 2: Another Age,PS2,EU,0.08
Buzz! Junior: Jungle Party,PS2,EU,0.16
Mortal Kombat: Deadly Alliance,GC,EU,0.08
Marvel: Ultimate Alliance,Wii,EU,0.01
NBA 2K11,PS2,EU,0.01
Pro Pinball,PS,EU,0.15
'98 Koshien,PS,EU,0.1
NBA 2K9,PS2,EU,0.01
Speed Racer: The Videogame,Wii,EU,0.02
Naughty Bear,X360,EU,0.16
Littlest Pet Shop,Wii,EU,0.04
TNA iMPACT!,PS3,EU,0.12
Just Dance Kids 2,X360,EU,0.09
Duke Nukem Forever,PC,EU,0.17
Marvel: Ultimate Alliance 2,PS2,EU,0.02
"Ed, Edd n Eddy: The Mis-Edventures",PS2,EU,0.01
Disney's Tarzan Untamed,PS2,EU,0.16
Borderlands: The Handsome Collection,XOne,EU,0.13
The Gunstringer,X360,EU,0.11
Knockout Kings 2001,PS,EU,0.15
From Russia With Love,PS2,EU,0.01
FIFA Soccer 13,PC,EU,0.31
Asura's Wrath,PS3,EU,0.12
Avatar: The Game,DS,EU,0.18
Minority Report: Everybody Runs,PS2,EU,0.15
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,EU,0.15
NFL GameDay 2002,PS,EU,0.15
Pengo,2600,EU,0.02
Disney Sing It! High School Musical 3: Senior Year,PS3,EU,0.26
Story of Seasons,3DS,EU,0.13
Beowulf: The Game,X360,EU,0.01
Mouse Trap,2600,EU,0.02
Super Monkey Ball: Step & Roll,Wii,EU,0.2
Hatsune Miku: Project Diva F 2nd,PSV,EU,0.06
Overlord,X360,EU,0.03
Tak and the Power of Juju,GC,EU,0.08
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,EU,0.04
Sega Superstars Tennis,PS3,EU,0.2
Wall-E,PS3,EU,0.21
NBA 2K10,PS2,EU,0.01
Defender,PS2,EU,0.15
Thief (2014),PS3,EU,0.2
Congo Bongo,2600,EU,0.02
Gauntlet: Seven Sorrows,PS2,EU,0.15
Harry Potter: Quidditch World Cup,GC,EU,0.08
Advance Wars: Dual Strike,DS,EU,0.03
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,EU,0.01
WWE SmackDown! vs. RAW 2006,PSP,EU,0.01
The Chronicles of Narnia: Prince Caspian,PS2,EU,0.15
The Incredibles: Rise of the Underminer,GBA,EU,0.11
Battalion Wars,GC,EU,0.07
NBA ShootOut 2000,PS,EU,0.15
Power Rangers: Dino Thunder,GC,EU,0.08
Rocksmith 2014,XOne,EU,0.08
NHL 15,XOne,EU,0.06
TMNT,Wii,EU,0.03
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,EU,0.08
EA Sports UFC 2,XOne,EU,0.14
NCAA GameBreaker 2000,PS,EU,0.15
Iron Man 2,PS3,EU,0.19
The Legend of Spyro: Dawn of the Dragon,PS2,EU,0.01
RR64: Ridge Racer 64,N64,EU,0.07
Top Gear Rally,N64,EU,0.07
NFL Quarterback Club 2000,N64,EU,0.03
Mortal Kombat Mythologies: Sub-Zero,N64,EU,0.07
18 Wheeler: American Pro Trucker,PS2,EU,0.15
Atari Anthology,PS2,EU,0.01
Bugs Bunny: Lost in Time,PS,EU,0.15
NBA Jam,X360,EU,0.1
Sherlock Holmes: The Mystery of the Mummy,DS,EU,0.3
Hot Wheels: Beat That!,PS2,EU,0.15
MLB 2006,PS2,EU,0.01
Star Wars The Clone Wars: Republic Heroes,X360,EU,0.17
Brunswick Pro Bowling,PS2,EU,0.15
Mafia II,PC,EU,0.17
Rocket Power: Dream Scheme,GBA,EU,0.11
SpongeBob's Truth or Square (US sales),Wii,EU,0.01
MX vs. ATV Unleashed,XB,EU,0.07
Rampage: Total Destruction,GC,EU,0.08
Planet 51,DS,EU,0.14
The Urbz: Sims in the City,GC,EU,0.14
Road Rash: Jailbreak,PS,EU,0.15
Nicktoons: Freeze Frame Frenzy,GBA,EU,0.11
Diner Dash: Sizzle & Serve,DS,EU,0.03
Rapala Pro Bass Fishing 2010,X360,EU,0.05
Legends of WrestleMania,X360,EU,0.16
Wii Sports Club,WiiU,EU,0.14
Tomb Raider: Anniversary,X360,EU,0.23
You Don't Know Jack,PS,EU,0.15
Sonic Lost World,WiiU,EU,0.12
Condemned 2: Bloodshot,PS3,EU,0.16
Star Wars: Clone Wars,GC,EU,0.08
NBA Live 2002,XB,EU,0.03
Armored Core V,PS3,EU,0.04
I-Ninja,PS2,EU,0.15
Command & Conquer,PS,EU,0.15
NBA Jam,PS3,EU,0.12
Mass Effect 2,PC,EU,0.32
Call of Duty: Finest Hour,GC,EU,0.08
Scooby-Doo! and the Spooky Swamp,DS,EU,0.1
Rise of the Tomb Raider,X360,EU,0.19
Hitman: Blood Money,X360,EU,0.06
Alpha Protocol,X360,EU,0.13
Suzuki TT Superbikes,PS2,EU,0.01
Rumble Roses,PS2,EU,0.15
Just Dance 2014,PS3,EU,0.15
Fantastic Four: Rise of the Silver Surfer,PS2,EU,0.15
Ultimate Spider-Man,XB,EU,0.11
GRID 2,PS3,EU,0.23
LEGO The Lord of the Rings,3DS,EU,0.17
Juiced 2: Hot Import Nights,PS2,EU,0.15
Skylanders: SuperChargers,PS3,EU,0.18
NHL 99,N64,EU,0.01
Dungeon Siege III,PS3,EU,0.14
Viking: Battle for Asgard,PS3,EU,0.18
Brunswick Pro Bowling,Wii,EU,0.01
NASCAR Heat,PS,EU,0.15
Bloody Roar,PS,EU,0.15
Bump 'n' Jump,2600,EU,0.02
Disney's Brother Bear,GBA,EU,0.1
Naruto: Clash of Ninja Revolution 2,Wii,EU,0.02
NBA Live 09,PS2,EU,0.01
LEGO Star Wars III: The Clone Wars,PSP,EU,0.17
The House of The Dead III,XB,EU,0.08
Rune Factory: Frontier,Wii,EU,0.14
FIFA 12,3DS,EU,0.26
The Darkness II,X360,EU,0.12
NBA Live 09,PSP,EU,0.07
Laser Blast,2600,EU,0.02
LocoRoco,PSP,EU,0.05
Thrasher Presents: Skate and Destroy,PS,EU,0.15
Donkey Konga 2,GC,EU,0.08
Just Dance 2014,PS4,EU,0.16
Metal Gear Solid: The Legacy Collection,PS3,EU,0.01
Project X Zone,3DS,EU,0.04
Red Faction: Armageddon,X360,EU,0.17
Wipeout 2048,PSV,EU,0.19
Need for Speed: Nitro,DS,EU,0.13
Mystery Case Files: The Malgrave Incident,Wii,EU,0.17
Yoshi Touch & Go,DS,EU,0.02
EA Sports Active 2,X360,EU,0.17
Combat of Giants: Dinosaurs 3D,3DS,EU,0.06
Age of Empires III,PC,EU,0.32
SSX 3,XB,EU,0.08
MLB 15: The Show,PS3,EU,0.01
Madden NFL 2005,GBA,EU,0.1
All-Star Baseball 2000,N64,EU,0.03
Extreme-G: XG2,N64,EU,0.07
BattleTanx: Global Assault,N64,EU,0.07
Chibi-Robo! Plug into Adventure!,GC,EU,0.06
Dawn of Discovery,PC,EU,0.32
Jampack Winter 2003 (RP-T),PS2,EU,0.15
Kengo: Master of Bushido,PS2,EU,0.13
Blood Omen 2,PS2,EU,0.15
Skylanders Giants,WiiU,EU,0.12
Just Dance 4,WiiU,EU,0.14
Cabela's Dangerous Hunts 2,PS2,EU,0.15
Marvel: Ultimate Alliance,PS3,EU,0.02
SpongeBob vs The Big One: Beach Party Cook Off,DS,EU,0.11
MotoGP 08,PS3,EU,0.24
Imagine: Party Babyz,Wii,EU,0.02
Chessmaster,PS2,EU,0.15
Tiger Woods PGA Tour 14,PS3,EU,0.15
Farming Simulator 2013,X360,EU,0.13
The Dog Island,Wii,EU,0.01
Madden NFL Football,3DS,EU,0.01
The Sims 2,GBA,EU,0.1
Ice Age 2: The Meltdown,PS2,EU,0.15
Auto Modellista,PS2,EU,0.15
Tom Clancy's Ghost Recon 2: Summit Strike,XB,EU,0.08
Junior Classic Games,DS,EU,0.09
Tiger Woods PGA Tour 08,PS2,EU,0.15
Karaoke Revolution Presents American Idol Encore,PS2,EU,0.15
Airlock,2600,EU,0.02
Samurai Warriors Chronicles,3DS,EU,0.05
Tomb Raider: Legend,X360,EU,0.08
Ice Age: Dawn of the Dinosaurs,DS,EU,0.15
Dance Party: Pop Hits,Wii,EU,0.36
Harry Potter: Quidditch World Cup,GBA,EU,0.1
Saints Row IV,PS4,EU,0.17
Evil Dead: Fistfull of Boomstick,PS2,EU,0.15
One Piece: Unlimited World Red,3DS,EU,0.04
Triple Play 97,PS,EU,0.15
Virtua Tennis 2009,PS3,EU,0.23
Shin Megami Tensei: Nocturne,PS2,EU,0.05
San Francisco Rush: Extreme Racing,PS,EU,0.15
Dragon's Crown,PSV,EU,0.05
Imagine: Salon Stylist,DS,EU,0.11
ESPN College Hoops 2K5,XB,EU,0.08
Looney Tunes: Acme Arsenal,PS2,EU,0.15
Fragile Dreams: Farewell Ruins of the Moon,Wii,EU,0.12
Batman: Arkham City,WiiU,EU,0.18
Disney Sing It,PS3,EU,0.07
Peppa Pig: The Game,Wii,EU,0.35
God Eater 2: Rage Burst,PSV,EU,0.01
Get Fit with Mel B,PS3,EU,0.17
The Cat in the Hat,GBA,EU,0.1
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,EU,0.04
NFL GameDay 2002,PS2,EU,0.15
Turok: Evolution,GC,EU,0.08
Destiny: The Taken King,X360,EU,0.12
Ice Age,GBA,EU,0.1
Headhunter,PS2,EU,0.15
Skate,PS3,EU,0.05
Raving Rabbids: Travel in Time 3D,3DS,EU,0.23
Marvel Nemesis: Rise of the Imperfects,GC,EU,0.08
NHL 15,PS3,EU,0.11
ESPN Extreme Games,PS,EU,0.08
Forza Horizon 3,XOne,EU,0.2
Overlord: Dark Legend,Wii,EU,0.22
Ninja: Shadow of Darkness,PS,EU,0.14
Bratz: Rock Angelz,PS2,EU,0.15
FlatOut,PS2,EU,0.15
SSX 3,GC,EU,0.08
NCAA Football 11,PS2,EU,0.15
Tales of Zestiria,PS4,EU,0.15
Lilo & Stitch 2: Hämsterviel Havoc,GBA,EU,0.1
Metal Gear Solid: Snake Eater 3D,3DS,EU,0.11
Risk: Global Domination,PS2,EU,0.15
Elite Beat Agents,DS,EU,0.03
NBA 2K7,PS3,EU,0.04
Grandia Xtreme,PS2,EU,0.05
Silent Scope,PS2,EU,0.15
Virtua Tennis 2009,Wii,EU,0.21
Dora The Explorer: Dora Saves the Snow Princess,PS2,EU,0.15
The Incredible Hulk,PS2,EU,0.01
Cabela's Big Game Hunter 2012,Wii,EU,0.02
EA Sports MMA,PS3,EU,0.15
Iron Man 2,PSP,EU,0.12
DiRT 2,Wii,EU,0.23
MediEvil II,PS,EU,0.14
Guitar Hero On Tour: Modern Hits,DS,EU,0.2
Hunter: The Reckoning,XB,EU,0.08
MX vs. ATV Untamed,PS2,EU,0.01
Rogue Trip: Vacation 2012,PS,EU,0.14
Tiger Woods PGA Tour 08,PSP,EU,0.15
Pokemon Channel,GC,EU,0.06
Etrian Odyssey IV: Legends of the Titans,3DS,EU,0.05
Moto Racer World Tour,PS,EU,0.14
NCAA Final Four 2000,PS,EU,0.14
Scribblenauts: Unlimited,WiiU,EU,0.09
FIFA 17,PS3,EU,0.29
Saints Row: The Third,PC,EU,0.16
Just Dance 2015,PS4,EU,0.13
ZhuZhu Pets: Featuring The Wild Bunch,Wii,EU,0.03
Green Day: Rock Band,Wii,EU,0.12
Gravitar,2600,EU,0.02
Toukiden: The Age of Demons,PSV,EU,0.05
EyeToy Play 2,PS2,EU,0.14
Dance Dance Revolution Ultramix 3,XB,EU,0.08
WWE SmackDown vs. Raw 2011,PS2,EU,0.07
Need for Speed: Hot Pursuit,PC,EU,0.2
The Legend of Spyro: A New Beginning,DS,EU,0.01
Pro Evolution Soccer 2011 3D,3DS,EU,0.13
Shin Megami Tensei: Devil Survivor Overclocked,3DS,EU,0.01
Dragon Ball Z: Attack of the Saiyans,DS,EU,0.02
Marvel Super Hero Squad,Wii,EU,0.03
The House of the Dead: Overkill - Extended Cut,PS3,EU,0.17
Harry Potter and the Prisoner of Azkaban,GC,EU,0.08
Quake 4,X360,EU,0.03
Solaris,2600,EU,0.02
Super Dragon Ball Z,PS2,EU,0.07
ESPN: Sports Connection,WiiU,EU,0.12
Alien: Isolation,PS3,EU,0.19
Naruto Shippuden: Ninja Destiny 2,DS,EU,0.03
SAW,PS3,EU,0.17
The Legend of Spyro: The Eternal Night,DS,EU,0.03
Trivial Pursuit,X360,EU,0.21
Ultimate Spider-Man,GC,EU,0.07
Life is Strange,PS4,EU,0.15
Kingdom Under Fire: Circle of Doom,X360,EU,0.12
NBA Inside Drive 2002,XB,EU,0.08
Kileak: The DNA Imperative,PS,EU,0.06
Petz: Catz 2,PS2,EU,0.14
Mini Ninjas,Wii,EU,0.17
Tom Clancy's The Division,PC,EU,0.14
Hell's Kitchen: The Game,DS,EU,0.01
LEGO Dimensions,XOne,EU,0.13
"Monsters, Inc. Scream Arena",GC,EU,0.07
Reel Fishing III,PS2,EU,0.14
Cabela's Deer Hunt 2005 Season,PS2,EU,0.14
Prince of Persia: The Forgotten Sands,PSP,EU,0.18
Rampage: Total Destruction,PS2,EU,0.14
High Heat Major League Baseball 2003,PS2,EU,0.14
Tiger Woods PGA Tour 12: The Masters,Wii,EU,0.13
Rage,PC,EU,0.18
Spider-Man: Friend or Foe,PS2,EU,0.01
Dungeon Siege III,X360,EU,0.12
Juiced 2: Hot Import Nights,PSP,EU,0.2
Turok: Rage Wars,N64,EU,0.06
Scooby-Doo! Classic Creep Capers,N64,EU,0.06
Dragonfire,2600,EU,0.02
Custom Robo,GC,EU,0.07
FIFA Soccer 13,PSP,EU,0.19
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,EU,0.17
Harry Potter and the Order of the Phoenix,PSP,EU,0.17
Medieval II: Total War Gold Edition,PC,EU,0.33
Pac-Man World 2,GC,EU,0.07
Barbie Horse Adventures: Blue Ribbon Race,GBA,EU,0.1
Bionic Commando,PS3,EU,0.17
Wanted: Weapons of Fate,X360,EU,0.15
Dishonored,PS4,EU,0.18
FIFA Street 2,PS2,EU,0.13
Theatrhythm Final Fantasy: Curtain Call,3DS,EU,0.08
Trauma Center: Under the Knife,DS,EU,0.01
Xenosaga Episode III: Also sprach Zarathustra,PS2,EU,0.07
Sid Meier's Civilization: Beyond Earth,PC,EU,0.22
Need for Speed: The Run,PC,EU,0.21
Transformers: Dark of the Moon,PS3,EU,0.19
Skylanders SWAP Force,PS4,EU,0.12
LEGO Batman 2: DC Super Heroes,PSV,EU,0.13
Rock Band 4,PS4,EU,0.05
Left 4 Dead 2,PC,EU,0.32
The Sims 2: Castaway,PS2,EU,0.01
The Chronicles of Narnia: Prince Caspian,Wii,EU,0.02
Dreamworks Madagascar Kartz,DS,EU,0.08
GoldenEye: Rogue Agent,GC,EU,0.07
Dragon Ball Z: Infinite World,PS2,EU,0.06
Tom Clancy's HAWX 2,X360,EU,0.09
ESPN X Games Skateboarding,PS2,EU,0.14
Resident Evil Zero,PS4,EU,0.17
High Heat Major League Baseball 2004,PS2,EU,0.14
Robots,PS2,EU,0.14
NARC,PS2,EU,0.14
Valkyrie Profile: Lenneth,PSP,EU,0.01
Tiger Woods PGA Tour 09,PSP,EU,0.19
Metro: Last Light,X360,EU,0.16
Tiger Woods PGA Tour 14,X360,EU,0.13
LocoRoco 2,PSP,EU,0.09
Monster Rancher 3,PS2,EU,0.09
The Incredibles: Rise of the Underminer,PS2,EU,0.14
Spider-Man: Shattered Dimensions,X360,EU,0.09
BlazBlue: Calamity Trigger,X360,EU,0.08
MechWarrior 2: 31st Century Combat,PS,EU,0.14
Earth Defense Force 2025,PS3,EU,0.03
Hamtaro: Ham-Ham Heartbreak,GBA,EU,0.1
Okage: Shadow King,PS2,EU,0.11
Speed Racer: The Videogame,DS,EU,0.05
NHL 2K10,Wii,EU,0.01
Assassin's Creed III,WiiU,EU,0.13
Big Bass World Championship,PS,EU,0.14
NFL GameDay 2001,PS2,EU,0.14
NBA 2K6,XB,EU,0.08
Jurassic Park,NES,EU,0.1
Mystical Ninja starring Goemon,N64,EU,0.02
Tetrisphere,N64,EU,0.06
Saban's Power Rangers: Lightspeed Rescue,N64,EU,0.06
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,EU,0.02
World's Scariest Police Chases,PS,EU,0.14
Guitar Hero: Smash Hits,PS3,EU,0.11
Shaun Palmer's Pro Snowboarder,GBA,EU,0.1
MechAssault 2: Lone Wolf,XB,EU,0.08
Middle-Earth: Shadow of Mordor,PC,EU,0.2
Call of Duty: Ghosts,WiiU,EU,0.09
