title,publisher_name,genre_name,year
Burnout 2: Point of Impact,Acclaim Entertainment,Racing,2003
Rock Band Track Pack Volume 1,MTV Games,Misc,2008
Super Monkey Ball Deluxe,Sega,Misc,2005
Kill.Switch,Namco Bandai Games,Shooter,2003
Stella Glow,Atlus,Role-Playing,2015
Dancing With The Stars,Activision,Misc,2007
Summon Night 3,Banpresto,Role-Playing,2003
Pro Yaky? Spirits 2010,Konami Digital Entertainment,Sports,2010
Megamind: Mega Team Unite,THQ,Adventure,2010
PDC World Championship Darts 2008,Oxygen Interactive,Sports,2008
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,Sega,Misc,2006
Azurik: Rise of Perathia,Microsoft Game Studios,Action,2001
Luminous Arc,Rising Star Games,Role-Playing,2007
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,Action,2010
Paws & Claws: Pet Resort,THQ,Simulation,2008
Grand Slam Tennis 2,Electronic Arts,Sports,2012
Sakura Wars: Atsuki Chishio Ni,Sega,Role-Playing,2003
Ms. Pac-Man: Maze Madness / Pac-Man World,Namco Bandai Games,Puzzle,2005
NHRA Championship Drag Racing,ValuSoft,Racing,2005
The Price is Right 2010 Edition,Ubisoft,Misc,2009
Monster Jam,Activision,Racing,2007
Valhalla Knights,Rising Star Games,Role-Playing,2006
Harvest Moon: Another Wonderful Life,Marvelous Interactive,Role-Playing,2004
The Godfather (US & Others sales),Electronic Arts,Action,2006
Jikkyou Powerful Pro Yakyuu 15,Konami Digital Entertainment,Sports,2008
Front Line,Taito,Action,1981
Paperboy,Midway Games,Action,1999
South Park: Chef's Luv Shack,Acclaim Entertainment,Misc,1999
Midway's Greatest Arcade Hits Volume 1,Midway Games,Misc,2000
Road Rash 64,THQ,Racing,1999
Army Men: Air Combat,3DO,Action,2000
Rock Band Track Pack Volume 2,MTV Games,Misc,2008
NCAA College Basketball 2K3,Sega,Sports,2002
Mobile Suit Gundam Battlefield Record U.C.0081,Namco Bandai Games,Action,2009
Lucky Luke,Ocean,Platform,1998
Ashes Cricket 2009,Codemasters,Sports,2009
Ghost Rider,Take-Two Interactive,Action,2007
Tony Hawk's American Sk8land,Activision,Sports,2005
Amazing Adventures: The Forgotten Ruins,PopCap Games,Adventure,2008
Densetsu no Stafi 3,Nintendo,Platform,2004
Forsaken,Acclaim Entertainment,Shooter,1998
Ratchet & Clank: Going Commando (JP weekly sales),Sony Computer Entertainment,Action,2003
Pictionary: Ultimate Edition,THQ,Misc,2011
Dance Dance Revolution: Disney Channel Edition,Konami Digital Entertainment,Simulation,2008
DiRT Showdown,Codemasters,Racing,2012
Divinity II: Ego Draconis,DTP Entertainment,Role-Playing,2009
Checkers,Atari,Misc,1980
Front Mission: Gun Hazard,SquareSoft,Role-Playing,1996
Hello Kitty Seasons,Namco Bandai Games,Adventure,2010
Chibi-Robo! Zip Lash,Nintendo,Platform,2015
4x4 EVO 2,Gathering of Developers,Racing,2001
XS Airboat Racing,XS Games,Racing,2002
Lunar: Silver Star Harmony,GungHo,Role-Playing,2009
Sherlock Holmes and the Mystery of Osborne House,Focus Home Interactive,Adventure,2010
Grand Theft Auto,Take-Two Interactive,Action,2004
Dora the Explorer: Super Star Adventures,Game Factory,Adventure,2004
Viva Pinata: Party Animals,Microsoft Game Studios,Misc,2007
Scrabble (Others sales),Ubisoft,Puzzle,2009
My Street,Sony Computer Entertainment,Misc,2003
Wild 9,Interplay,Action,1998
Shadow Hearts: Covenant,Midway Games,Role-Playing,2004
Angry Birds,Focus Home Interactive,Puzzle,2011
Risen 2: Dark Waters,Deep Silver,Role-Playing,2012
Game & Wario,Nintendo,Misc,2013
PGA Tour 96,Electronic Arts,Sports,1995
Onechanbara Z2: Chaos,Nippon Ichi Software,Action,2014
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Bethesda Softworks,Role-Playing,2009
Covert Ops: Nuclear Dawn,Sony Computer Entertainment,Action,2000
LEGO Harry Potter: Years 5-7,Warner Bros. Interactive Entertainment,Action,2012
TrackMania: Build to Race,Focus Home Interactive,Racing,2010
Nintendo Presents: Crossword Collection,Nintendo,Puzzle,2009
Galaga: Destination Earth,Hasbro Interactive,Shooter,2000
G.I. Joe: The Rise of Cobra,Electronic Arts,Action,2009
Ar tonelico Qoga: Knell of Ar Ciel,Tecmo Koei,Role-Playing,2010
Polly Pocket: Super Splash Island,Knowledge Adventure,Action,2003
Sesame Street: Elmo's Number Journey,NewKidCo,Misc,1998
Rampage,Activision,Action,1988
Dark Cavern,Mattel Interactive,Shooter,1981
Jewels of the Tropical Lost Island,Storm City Games,Puzzle,2010
Afro Samurai,Atari,Action,2009
Sands of Destruction,Sega,Role-Playing,2008
Silent Hill: Book of Memories,Konami Digital Entertainment,Action,2012
Lunar Knights,Konami Digital Entertainment,Role-Playing,2006
The Walking Dead: Season Two,Telltale Games,Adventure,2014
Naruto: Path of the Ninja 2,Takara Tomy,Role-Playing,2006
Wallace & Gromit in Project Zoo,BAM! Entertainment,Platform,2003
Karaoke Revolution Volume 2,Konami Digital Entertainment,Misc,2004
Wizards of Waverly Place: Spellbound,Disney Interactive Studios,Misc,2010
Love Plus +,Konami Digital Entertainment,Simulation,2010
Etrian Mystery Dungeon,Nippon Ichi Software,Role-Playing,2015
Mobile Suit Gundam: Climax U.C.,Namco Bandai Games,Action,2006
Street Fighter EX2 Plus,Virgin Interactive,Fighting,1998
The Smurfs 2,Ubisoft,Platform,2013
Big Family Games,THQ,Misc,2009
Super Robot Taisen D,Banpresto,Strategy,2003
Buffy the Vampire Slayer,Electronic Arts,Action,2002
Saint Seiya: Sanctuary Battle,Namco Bandai Games,Action,2011
Girls Mode 3: Kirakira Code,Nintendo,Action,2015
Meteos,Nintendo,Puzzle,2005
Cross Edge,Nippon Ichi Software,Role-Playing,2008
Hotel for Dogs,505 Games,Simulation,2008
Pro Yakyuu Team o Tsukurou!,Sega,Sports,1999
Me & My Katamari,Namco Bandai Games,Puzzle,2005
Asphalt: Injection,Ubisoft,Action,2011
Total War: Attila,Sega,Strategy,2015
World Series Baseball,Sega,Sports,2002
SingStar Pop Edition,Sony Computer Entertainment,Misc,2009
Test Drive: Eve of Destruction,Atari,Racing,2004
Dynasty Warriors: Gundam Reborn,Tecmo Koei,Action,2013
Hatsune Miku: Project Diva f,Sega,Misc,2012
Carnival Island,Sony Computer Entertainment,Misc,2011
Jeremy McGrath Supercross World,Acclaim Entertainment,Racing,2001
M&M's Kart Racing,Zoo Digital Publishing,Racing,2007
Rock Band Track Pack: Classic Rock,MTV Games,Misc,2009
The Scorpion King: Rise of the Akkadian,Universal Interactive,Action,2002
Let's Make a Soccer Team!,Sega,Sports,2006
Monster Hunter G,Capcom,Role-Playing,2005
All-Star Baseball 2001,Acclaim Entertainment,Sports,2000
Pinball Hall of Fame: The Gottlieb Collection,Play It,Misc,2005
Star Wars Jedi Knight II: Jedi Outcast,Activision,Shooter,2002
Pitfall: The Big Adventure,Activision,Adventure,2008
Worms: Battle Islands,THQ,Strategy,2010
ESPN NHL Hockey,Sega,Sports,2003
Harvest Moon GB,Victor Interactive,Simulation,1997
Imagine: Detective,Ubisoft,Simulation,2009
NCAA GameBreaker 2003,Sony Computer Entertainment,Sports,2002
Gundam Battle Assault,Namco Bandai Games,Fighting,1998
Virtua Fighter Kids,Sega,Fighting,1995
Lunar: Silver Star Story,Kadokawa Shoten,Role-Playing,1996
Age of Empires: The Age of Kings,THQ,Strategy,2006
What's Cooking? Jamie Oliver,Atari,Simulation,2008
Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft,Shooter,2001
NHL FaceOff 2001,Sony Computer Entertainment,Sports,2000
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Detn8 Games,Sports,2007
Yu-Gi-Oh! GX: Duel Academy,Konami Digital Entertainment,Misc,2005
Colony Wars: Vengeance,Psygnosis,Simulation,1998
Last Window: The Secret of Cape West,Nintendo,Adventure,2010
Yu-Gi-Oh! GX: Tag Force 3,Konami Digital Entertainment,Strategy,2008
I Love Horses,GSP,Simulation,2008
Karaoke Revolution Glee 2: Road to Regionals,Konami Digital Entertainment,Misc,2011
The King of Fighters '95 (CD),SNK,Fighting,1994
Perfect Weapon,American Softworks,Action,1996
Luminous Arc 2,Rising Star Games,Role-Playing,2008
Mafia,Take-Two Interactive,Action,2004
Deadly Creatures,THQ,Action,2009
Airblade,Sony Computer Entertainment,Sports,2001
Mega Man & Bass,Capcom,Platform,2002
NBA Live 15,Electronic Arts,Sports,2014
Puss in Boots,THQ,Action,2011
Family Fest presents: Movie Games,Ubisoft,Action,2008
AKB1/149: Love Election,Namco Bandai Games,Adventure,2012
Tetris 2 (weekly jp sales),Nintendo,Puzzle,1992
Pro Yakyuu Team o Tsukurou! 2,Sega,Sports,2003
Musou Orochi Z,Tecmo Koei,Action,2009
World Series of Poker 2008: Battle for the Bracelets,Activision,Misc,2007
Naruto Shippuden: Ninja Council 4,Nintendo,Action,2007
Genji: Dawn of the Samurai,Sony Computer Entertainment,Action,2005
Rocket League,505 Games,Sports,2016
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,Namco Bandai Games,Adventure,2009
Critical Depth,GT Interactive,Action,1997
Tales of VS.,Namco Bandai Games,Fighting,2009
Saka-Tsuku DS: Touch and Direct,Sega,Sports,2008
Super Swing Golf,Nintendo,Sports,2006
The Italian Job,Eidos Interactive,Racing,2003
Mega Man Battle Network 5: Team Colonel / Protoman,Capcom,Role-Playing,2004
Barbie and the Three Musketeers,Activision,Adventure,2009
Star Ocean,Enix Corporation,Role-Playing,1996
Naruto: Ninja Council 2 European Version,Tomy Corporation,Fighting,2005
Soldier of Fortune II: Double Helix,Activision,Shooter,2003
Final Fantasy XI: Treasures of Aht Urhgan,Square Enix,Role-Playing,2006
Alundra,Psygnosis,Role-Playing,1997
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Konami Digital Entertainment,Sports,2010
Super R-Type,Nintendo,Shooter,1991
Rampage 2: Universal Tour,GT Interactive,Action,1998
Super Robot Taisen F Kanketsuhen,Banpresto,Strategy,1999
BlowOut,Zoo Digital Publishing,Shooter,2003
NFL Blitz Pro,Midway Games,Sports,2003
TRON: Evolution - Battle Grids,Disney Interactive Studios,Racing,2010
The Raiden Project,Ocean,Shooter,1995
Hooked! Real Motion Fishing,505 Games,Sports,2007
Pocket Fighter,Virgin Interactive,Fighting,1997
Bicycle Casino 2005,Zoo Digital Publishing,Misc,2004
Valhalla Knights 2,Rising Star Games,Role-Playing,2008
.hack//G.U. Vol.2//Reminisce,Namco Bandai Games,Role-Playing,2006
Disgaea: Afternoon of Darkness,Tecmo Koei,Role-Playing,2006
Ratchet & Clank: Full Frontal Assault,Sony Computer Entertainment,Adventure,2012
Family Party: 30 Great Games Winter Fun,D3Publisher,Sports,2010
NCAA GameBreaker 2004,Sony Computer Entertainment,Sports,2003
101-in-1 Party Megamix Wii,Nordcurrent,Misc,2009
The Polar Express,THQ,Adventure,2004
Dinosaur King,Sega,Strategy,2007
Buzz! Junior: RoboJam,Sony Computer Entertainment,Misc,2007
All Star Karate,THQ,Action,2010
Tetris Attack,Nintendo,Puzzle,1996
NBA ShootOut 2003,Sony Computer Entertainment,Sports,2002
The Magic School Bus: Oceans,Scholastic Inc.,Adventure,2011
Shin Nippon Pro Wrestling: Toukon Retsuden 3,Tomy Corporation,Fighting,1998
Senran Kagura: Estival Versus,Marvelous Interactive,Action,2015
Digimon World DS (JP sales),Namco Bandai Games,Role-Playing,2006
NHL FaceOff 2003,Sony Computer Entertainment,Sports,2002
Jersey Devil,Ocean,Platform,1997
Rogue Ops,Kemco,Action,2003
NBA Street: Showdown,Electronic Arts,Sports,2005
3rd Super Robot Wars Z Jigoku Hen,Namco Bandai Games,Role-Playing,2014
Petz Monkeyz House,Ubisoft,Simulation,2008
Legion: The Legend of Excalibur,Midway Games,Action,2002
FaceBreaker K.O. Party,Electronic Arts,Fighting,2008
Justice League Heroes,Eidos Interactive,Role-Playing,2006
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Namco Bandai Games,Action,2011
Yu-Gi-Oh! GX: Spirit Caller (American Sales),Konami Digital Entertainment,Misc,2006
Sword Art Online: Infinity Moment,Namco Bandai Games,Role-Playing,2013
Spartan: Total Warrior,Sega,Action,2005
Killer is Dead,Deep Silver,Action,2013
EX Monopoly,Takara,Misc,2001
64 de Hakken! Tamagotchi Minna de Tamagotchi World,Namco Bandai Games,Misc,1997
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Acclaim Entertainment,Misc,2003
Deadly Duck,20th Century Fox Video Games,Shooter,1981
Assault,Bomb,Action,1982
Reactor,Parker Bros.,Action,1981
Ys Seven,Falcom Corporation,Role-Playing,2009
Gundam Battle Chronicle,Namco Bandai Games,Action,2007
Danball Senki Boost,Level 5,Action,2011
Kidz Bop Dance Party! The Video Game,D3Publisher,Misc,2010
Whirl Tour,Crave Entertainment,Sports,2002
Time Crisis: Crisis Zone,Namco Bandai Games,Shooter,2004
Momotarou Dentetsu 15,Hudson Soft,Misc,2005
Discovery Kids: Dolphin Discovery,505 Games,Simulation,2008
Hatsune Miku: Project Mirai 2,Sega,Action,2013
Skies of Arcadia Legends,Atari,Role-Playing,2002
Cloudy With a Chance of Meatballs,Ubisoft,Platform,2009
Sengoku Basara 3 Utage,Capcom,Action,2011
Breath of Fire,Ubisoft,Role-Playing,2001
Ragnarok DS,GungHo,Role-Playing,2008
Ford vs. Chevy,Global Star,Racing,2005
Hamtaro: Ham-Ham Games,Nintendo,Sports,2004
Danny Phantom: The Ultimate Enemy,THQ,Action,2005
Petz Rescue: Endangered Paradise,Ubisoft,Adventure,2008
MotoGP 09/10,Capcom,Racing,2010
Rune Factory: Tides of Destiny,Marvelous Interactive,Role-Playing,2011
A Boy and His Blob,Majesco Entertainment,Platform,2009
Battleborn,Take-Two Interactive,Shooter,2016
Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,Role-Playing,2013
Hidden Mysteries: Buckingham Palace,Avanquest,Puzzle,2010
Crazy Climber,Atari,Action,1981
Super Adventure Island,Hudson Soft,Platform,1992
Bust-A-Move 4,Acclaim Entertainment,Puzzle,1998
NFL Quarterback Club 97,Acclaim Entertainment,Sports,1996
Galactic Wrestling: Featuring Ultimate Muscle,Namco Bandai Games,Fighting,2004
Petz: Horse Club,Ubisoft,Misc,2008
Dino Stalker,Capcom,Shooter,2002
Rapala's Fishing Frenzy,Activision,Sports,2008
Mobile Suit Gundam Seed,Namco Bandai Games,Action,2003
Shinobi,Sega,Platform,2011
Tony Hawk's Downhill Jam,Activision,Sports,2006
Mega Man Zero 3,Capcom,Platform,2004
Hitman: HD Trilogy,Square Enix,Action,2013
Aliens vs Predator: Requiem,Vivendi Games,Action,2007
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,Action,2014
KORG DS-10 Synthesizer,AQ Interactive,Misc,2008
Tenchu: Shadow Assassins,Ubisoft,Action,2008
Barbie Super Sports,Mattel Interactive,Sports,1999
CSI: Fatal Conspiracy,Ubisoft,Adventure,2010
Dungeon Hunter Alliance,Ubisoft,Action,2012
Duel Masters: Kaijudo Showdown,Atari,Misc,2004
Imagine: Boutique Owner,Ubisoft,Simulation,2009
Cursed Mountain,Deep Silver,Adventure,2009
ECW Hardcore Revolution,Acclaim Entertainment,Fighting,2000
Mega Man 64,Capcom,Action,2000
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),Imagineer,Sports,1996
Rampage 2: Universal Tour,GT Interactive,Action,1999
Ms. Pac-Man: Maze Madness,Namco Bandai Games,Puzzle,2000
Tales of Graces,Namco Bandai Games,Role-Playing,2009
Age of Empires: Mythologies,THQ,Strategy,2008
Viewtiful Joe 2,Capcom,Action,2004
Where's Waldo? The Fantastic Journey,Ubisoft,Adventure,2009
ATV Quad Kings,Zoo Digital Publishing,Racing,2009
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Acclaim Entertainment,Misc,2002
Jewel Quest: Expeditions,Avanquest,Puzzle,2007
NBA Jam Extreme,Acclaim Entertainment,Sports,1996
Dragon Ball: Origins (JP & incomplete US sales),Atari,Adventure,2008
Touch the Dead,Eidos Interactive,Shooter,2007
Tropico 3,Kalypso Media,Strategy,2009
Nickelodeon Party Blast,Infogrames,Misc,2002
NHL Championship 2000,Fox Interactive,Sports,1998
Shellshock: Nam '67,Eidos Interactive,Shooter,2004
Kartia: The Word of Fate,Konami Digital Entertainment,Strategy,1998
Tales of Berseria,Namco Bandai Games,Role-Playing,2016
Magna Carta: Tears of Blood,505 Games,Role-Playing,2004
Lethal Skies Elite Pilot: Team SW,Sammy Corporation,Simulation,2001
Capcom vs. SNK,Virgin Interactive,Fighting,2000
NBA Live 09 All-Play,Electronic Arts,Sports,2008
Infinite Space,Sega,Role-Playing,2009
Yoostar2,Unknown,Misc,2011
Transformers: Devastation,Activision,Action,2015
Tamagotchi no KiraKira Omisecchi,Namco Bandai Games,Misc,2008
You Don't Know Jack,THQ,Misc,2011
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,Misc,2009
NFL Quarterback Club 2002,Acclaim Entertainment,Sports,2001
Kirby's Star Stacker,Nintendo,Puzzle,1997
Full Auto,Sega,Shooter,2006
Growlanser: Heritage of War,Rising Star Games,Role-Playing,2006
Hasbro Family Game Night,Electronic Arts,Puzzle,2009
Shin Megami Tensei x Fire Emblem,Nintendo,Role-Playing,2015
Rugby 2004,Electronic Arts,Sports,2003
Disney's Magical Quest Starring Mickey and Minnie,Nintendo,Action,2002
Spirit Camera: The Cursed Memoir,Nintendo,Adventure,2012
Naruto: Ninja Council,Tomy Corporation,Action,2003
Shin Megami Tensei: Persona,Atlus,Role-Playing,2009
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,Tecmo Koei,Adventure,2007
Jikkyou Powerful Major League,Konami Digital Entertainment,Sports,2006
Darksiders II,Nordic Games,Action,2015
Saltwater Sportfishing,Take-Two Interactive,Sports,2001
Yoshi Touch & Go (JP sales),Nintendo,Platform,2005
Samurai Jack: The Amulet of Time,Zoo Digital Publishing,Platform,2003
Pass the Pigs,THQ,Misc,2008
J-League Winning Eleven 2008: Club Championship,Konami Digital Entertainment,Sports,2008
Jackie Chan: Stuntmaster,Sony Computer Entertainment,Action,1999
Sports Car GT,Electronic Arts,Racing,1999
Lost Planet 3,Capcom,Shooter,2013
Order Up!,Zoo Digital Publishing,Misc,2008
Code Name: S.T.E.A.M.,Nintendo,Strategy,2015
SBK X: Superbike World Championship,Black Bean Games,Racing,2010
NBA Live 14,Electronic Arts,Sports,2013
Kanzen Chuuki Pro Yakyuu Greatest Nine,Sega,Sports,1995
Summer Athletics: The Ultimate Challenge (Others sales),DTP Entertainment,Sports,2008
Over G Fighters,Ubisoft,Simulation,2006
Sailor Moon,Namco Bandai Games,Action,1993
Apache: Air Assault,Activision,Simulation,2010
Herdy Gerdy,Eidos Interactive,Adventure,2002
EVE Online,CCP,Role-Playing,2003
Digimon World Re:Digitize,Namco Bandai Games,Action,2012
Ninja Gaiden: Dragon Sword,Tecmo Koei,Action,2008
Ride,Milestone S.r.l.,Racing,2015
Blue Dragon Plus,Ignition Entertainment,Role-Playing,2008
NBA in the Zone 2000,Konami Digital Entertainment,Sports,2000
Dark Summit,THQ,Sports,2001
Afrika,Unknown,Adventure,2008
Cabela's Big Game Hunter: Ultimate Challenge,Activision Value,Sports,2001
The Legend of Heroes: Trails in the Sky First Chapter,Ghostlight,Role-Playing,2006
Are You Smarter Than a 5th Grader? Back to School,Nintendo,Misc,2010
Steins;Gate,PQube,Adventure,2013
The Dukes of Hazzard: Return of the General Lee,Ubisoft,Racing,2004
Pandemonium!,BMG Interactive Entertainment,Platform,1996
SingStar: Back to the 80s,Sony Computer Entertainment,Misc,2011
Crash 'N' Burn,Eidos Interactive,Racing,2004
NBA,Sony Computer Entertainment,Sports,2005
Pro Yakyuu Greatest Nine '97,Sega,Sports,1997
Final Fantasy Fables: Chocobo's Dungeon,Square Enix,Role-Playing,2007
Lunar: Silver Star Story Complete,Kadokawa Shoten,Role-Playing,1997
Dorabase DS: Dramatic Stadium,Namco Bandai Games,Sports,2007
Disaster Report,Agetec,Action,2002
EVE: burst error,Imagineer,Adventure,1997
We Sing Robbie Williams,Nordic Games,Misc,2010
Backyard NFL Football '09,Atari,Sports,2008
Akiba's Trip: Undead & Undressed,Nippon Ichi Software,Action,2013
College Hoops 2K7,Take-Two Interactive,Sports,2006
Big League Sports,Activision,Sports,2011
WCW Backstage Assault,Electronic Arts,Action,1999
Baja: Edge of Control,THQ,Racing,2008
Wild Wild Racing,Interplay,Racing,2000
Magician's Quest: Town of Magic,Konami Digital Entertainment,Simulation,2012
The Bard's Tale,Ubisoft,Role-Playing,2004
Momotarou Dentetsu 16,Hudson Soft,Misc,2006
Robotech: The Macross Saga,TDK Mediactive,Shooter,2002
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,Namco Bandai Games,Action,2010
Conflict Zone,Ubisoft,Strategy,2002
de Blob 2,THQ,Platform,2011
50 Cent: Blood on the Sand,THQ,Shooter,2009
Tenchu: Return From Darkness,Activision,Action,2004
World Poker Tour,Take-Two Interactive,Misc,2005
Neo Contra,Konami Digital Entertainment,Shooter,2004
MVP Baseball,Electronic Arts,Sports,2005
GRID Autosport,Codemasters,Racing,2014
RealSports Baseball,Atari,Sports,1981
Now! That's What I Call Music: Dance & Sing,Unknown,Misc,2011
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,Konami Digital Entertainment,Strategy,2011
Rayman Raving Rabbids,Ubisoft,Misc,2007
Quake III: Revolution,Electronic Arts,Shooter,2001
Pac-Man World 3,Namco Bandai Games,Platform,2005
Naruto: Clash of Ninja (JP sales),Tomy Corporation,Fighting,2003
NOëL: NOT DiGITAL,Pioneer LDC,Adventure,1996
Transformer: Rise of the Dark Spark,Activision,Action,2014
Dragon Ball Z Hyper Dimension,Namco Bandai Games,Fighting,1995
Senran Kagura 2: Deep Crimson,Marvelous Entertainment,Action,2014
Champion Jockey: G1 Jockey & Gallop Racer,Tecmo Koei,Sports,2011
HBO Boxing,Acclaim Entertainment,Fighting,2000
Yoga Wii,JoWood Productions,Sports,2009
Cabela's Survival: Shadows of Katmai,Activision,Sports,2011
Prince of Persia: Revelations,Ubisoft,Adventure,2005
Front Mission 5: Scars of the War,Square Enix,Strategy,2005
Maximo vs Army of Zin,Capcom,Platform,2003
The Fairly OddParents: Breakin' Da Rules,THQ,Platform,2003
Namco Museum Megamix,Namco Bandai Games,Misc,2010
Wedding Dash,Zoo Games,Action,2009
Hot Shots Tennis: Get a Grip,Sony Computer Entertainment,Sports,2010
Summoner 2,THQ,Role-Playing,2002
The Land Before Time: Big Water Adventure,TDK Mediactive,Platform,2002
Shadow of Destiny,Konami Digital Entertainment,Adventure,2001
ClayFighter 63 1/3,Interplay,Fighting,1997
Monopoly,Hasbro Interactive,Misc,1999
Cruis'n Exotica,Midway Games,Racing,2000
Gex 3: Deep Cover Gecko,Crave Entertainment,Platform,1999
WinBack: Covert Operations,Virgin Interactive,Shooter,1999
Heroes of Ruin,Nintendo,Role-Playing,2012
Bastard!! Utsuro Naru Kamigami no Utsuwa,Seta Corporation,Role-Playing,1996
The King of Fighters '96,SNK,Fighting,1996
Angel Blade: Neo Tokyo Guardians,On Demand,Role-Playing,1997
Threads of Fate,SquareSoft,Role-Playing,1999
PoPoLoCrois Monogatari II,Sony Computer Entertainment,Role-Playing,2000
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,Konami Digital Entertainment,Platform,2004
Vampire Rain,Microsoft Game Studios,Action,2007
Way of the Samurai 3,Gamebridge,Action,2009
Deus Ex: The Conspiracy,Eidos Interactive,Action,2002
Unreal II: The Awakening,Atari,Shooter,2004
Rumble Racing,Electronic Arts,Racing,2001
Disgaea D2: A Brighter Darkness,Nippon Ichi Software,Role-Playing,2013
Just Dance: Greatest Hits,Ubisoft,Misc,2012
J-League Winning Eleven 10 + Europa League 06-07,Konami Digital Entertainment,Sports,2006
Shrek: Reekin' Havoc,TDK Mediactive,Platform,2003
Solatorobo: Red the Hunter,Nintendo,Role-Playing,2010
Tales of Phantasia: Narikiri Dungeon X,Namco Bandai Games,Role-Playing,2010
JSRF: Jet Set Radio Future,Sega,Action,2002
The Last Airbender,THQ,Action,2010
StokEd,Zushi Games,Sports,2009
Rollcage,Psygnosis,Racing,1999
ESPN Winter X Games: Snowboarding 2002,Konami Digital Entertainment,Sports,2000
Project: Snowblind,Eidos Interactive,Action,2005
Tony Hawk's Motion,Activision,Sports,2008
Super Robot Taisen K,Namco Bandai Games,Strategy,2009
Mortal Kombat: Special Forces,Midway Games,Fighting,2000
Dragon Ball Z: Harukanaru Densetsu,Namco Bandai Games,Role-Playing,2007
I Spy: Castle,Scholastic Inc.,Puzzle,2011
Shin Megami Tensei: Persona 3 (jp sales),Tecmo Koei,Role-Playing,2006
Greg Hastings Paintball 2,Majesco Entertainment,Shooter,2010
Evil Dead: Regeneration,THQ,Action,2005
Marvel Super Hero Squad: Comic Combat,THQ,Action,2011
X-Men: Children of the Atom,Acclaim Entertainment,Fighting,1995
Barbie Fashion Show: An Eye for Style,Activision,Misc,2008
Tiger Woods PGA Tour,Electronic Arts,Sports,2005
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,Sony Computer Entertainment,Adventure,1998
NHL 2K3,Sega,Sports,2002
Heisei Kyouiku linkai DS,Namco Bandai Games,Misc,2006
The Naked Brothers Band: The Video Game,THQ,Misc,2008
Final Fight One,Ubisoft,Fighting,2001
Gallop Racer 2003: A New Breed,Zoo Digital Publishing,Sports,2002
BeyBlade VForce: Super Tournament Battle,Atari,Action,2002
Little Battlers eXperience: Baku Boost,Nintendo,Action,2012
Anarchy Reigns,Sega,Action,2012
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,Sega,Sports,2011
Bugs Bunny & Taz: Time Busters,Infogrames,Adventure,2000
Kung Fu Rider,Sony Computer Entertainment,Action,2010
Jikkyou Powerful Pro Yakyuu 2012,Konami Digital Entertainment,Action,2012
Power Rangers: Wild Force,THQ,Action,2002
The Wolf Among Us,Telltale Games,Adventure,2014
Battle of Giants: Dinosaurs Strike,Ubisoft,Strategy,2010
Attack on Titan (KOEI),Tecmo Koei,Action,2016
The King of Fighters '95,SNK,Fighting,1995
Discovery Kids: Pony Paradise,505 Games,Simulation,2009
Mary-Kate and Ashley: Girls Night Out,Acclaim Entertainment,Misc,2002
Cabela's North American Adventures,Activision,Sports,2010
Enchanted Arms,Ubisoft,Role-Playing,2007
Beyblade G-Revolution,Atari,Action,2004
Trade & Battle: Card Hero,Nintendo,Strategy,2000
World Championship Cards,Crave Entertainment,Misc,2008
Chronicles of Mystery: Curse of the Ancient Temple,City Interactive,Adventure,2009
Capcom Fighting Evolution,Capcom,Fighting,2004
Frogger 3D,Konami Digital Entertainment,Action,2011
SD Gundam GNext,Namco Bandai Games,Strategy,1995
Backyard NFL Football 2006,Atari,Sports,2005
Sloane to MacHale no Nazo no Monogatari,Level 5,Puzzle,2009
DarkStar One: Broken Alliance,Kalypso Media,Simulation,2010
My Fitness Coach 2: Exercise and Nutrition,Black Bean Games,Sports,2009
Sengoku Basara 2 Heroes,Capcom,Action,2007
Buzz! The Schools Quiz,Sony Computer Entertainment,Misc,2008
Suikoden Tactics,Konami Digital Entertainment,Strategy,2005
Mobile Suit Gundam: Crossfire,Namco Bandai Games,Simulation,2006
Phantasy Star Online,Sega,Role-Playing,2000
Crazy Taxi 3: High Roller,Sega,Racing,2002
Dark Messiah of Might and Magic Elements,Ubisoft,Role-Playing,2008
Just Dance 2: Extra Songs,Ubisoft,Misc,2011
